urllength,isdomainip,tldlength,noofsubdomain,noofdigits,noofspecialcharacters,ishttps,label
96,0,2,0,0,12,1,0
46,0,6,0,0,6,1,0
134,0,2,0,0,19,1,0
47,0,10,0,0,5,1,0
86,0,3,0,0,8,1,0
73,0,8,0,0,8,1,0
98,0,3,0,4,62,0,0
87,0,3,0,14,13,1,0
59,0,4,0,0,7,1,0
50,0,11,0,0,6,1,0
56,0,11,0,0,8,1,0
37,0,3,0,2,4,1,0
74,0,3,0,6,11,1,0
49,0,3,0,4,6,1,0
80,0,3,0,0,11,1,0
109,0,2,1,0,18,1,0
32,0,2,1,4,6,1,0
95,0,2,0,0,10,1,0
64,0,3,0,8,7,1,0
67,0,3,0,6,7,1,0
345,0,11,1,74,17,1,0
32,0,5,0,2,5,1,0
59,0,3,0,1,7,1,0
44,0,3,1,0,5,1,0
65,0,2,0,2,6,1,0
98,0,2,1,0,16,1,0
42,0,3,0,3,4,1,0
46,0,3,0,0,5,0,0
72,0,3,0,5,10,1,0
46,0,9,0,0,5,1,0
76,0,2,1,0,7,1,0
36,0,3,0,1,6,0,0
39,0,7,1,0,6,1,0
126,0,2,0,5,18,1,0
58,0,5,0,0,5,1,0
68,0,2,0,1,9,1,0
109,0,3,0,4,16,1,0
51,0,7,0,0,7,1,0
75,0,2,0,8,11,1,0
60,0,1,0,4,8,1,0
38,0,11,0,0,5,1,0
41,0,3,1,0,7,1,0
42,0,3,1,0,7,1,0
70,0,3,0,1,10,1,0
61,0,2,1,0,6,0,0
44,0,3,1,0,6,1,0
75,0,5,0,0,9,1,0
67,0,7,0,0,9,1,0
63,0,2,1,1,9,1,0
29,0,2,0,1,3,1,0
52,0,3,1,0,5,1,0
287,0,11,1,59,13,1,0
33,0,4,1,0,6,0,0
28,0,8,0,0,4,1,0
90,0,3,0,3,12,1,0
32,0,3,0,4,4,1,0
44,0,2,0,4,8,1,0
46,0,4,0,0,5,1,0
38,0,10,0,0,6,1,0
53,0,6,1,0,7,1,0
67,0,2,1,0,10,1,0
69,0,3,0,3,7,1,0
74,0,2,0,4,12,1,0
43,0,3,1,0,3,0,0
80,0,3,0,12,13,1,0
54,0,2,0,0,10,1,0
152,0,3,0,4,20,1,0
67,0,3,0,4,8,1,0
58,0,2,1,0,5,1,0
34,0,1,0,1,5,1,0
36,0,3,1,0,6,1,0
51,0,3,0,4,8,1,0
45,0,3,1,0,5,1,0
93,0,2,1,1,13,1,0
105,0,3,0,0,12,1,0
51,0,2,1,0,9,1,0
53,0,2,1,1,7,1,0
91,0,3,0,2,13,0,0
80,0,2,1,0,13,1,0
75,0,3,0,0,6,1,0
59,0,5,0,0,7,1,0
39,0,1,0,1,5,1,0
62,0,3,0,0,22,1,0
114,0,3,0,18,10,1,0
64,0,2,1,0,11,1,0
67,0,3,0,7,7,1,0
74,0,2,0,0,9,1,0
106,0,2,0,0,11,1,0
40,0,6,0,1,6,1,0
30,0,4,0,4,4,1,0
127,0,3,0,5,15,1,0
69,0,4,0,0,8,1,0
45,0,8,0,0,5,1,0
69,0,3,1,0,7,1,0
41,0,2,0,2,5,1,0
81,0,3,0,0,10,1,0
40,0,3,0,4,4,1,0
64,0,6,1,6,32,1,0
41,0,2,1,2,5,1,0
82,0,10,0,0,9,1,0
39,0,6,0,1,6,1,0
60,0,2,1,2,9,1,0
40,0,4,1,0,6,1,0
51,0,2,1,3,8,1,0
62,0,7,0,0,8,1,0
50,0,4,0,0,7,1,0
83,0,3,1,5,9,1,0
76,0,2,0,10,11,1,0
49,0,3,0,3,5,1,0
80,0,2,0,1,9,1,0
76,0,2,0,0,14,1,0
26,0,5,0,2,3,1,0
40,0,3,0,3,3,1,0
47,0,5,0,0,7,1,0
43,0,1,1,0,8,1,0
41,0,2,0,0,5,0,0
68,0,3,0,10,10,1,0
57,0,2,0,2,8,1,0
26,0,1,1,0,5,1,0
76,0,9,0,5,8,1,0
54,0,3,0,2,6,1,0
65,0,10,0,1,9,1,0
30,0,4,0,0,5,0,0
36,0,6,0,3,6,1,0
41,0,7,1,0,6,0,0
48,0,2,0,0,8,1,0
42,0,4,0,0,7,1,0
68,0,10,0,0,7,1,0
44,0,2,1,0,4,0,0
47,0,6,0,0,7,1,0
75,0,2,0,0,9,1,0
64,0,3,0,2,7,1,0
100,0,3,0,0,13,1,0
50,0,2,0,4,6,1,0
49,1,3,2,14,7,1,0
30,0,5,1,0,6,1,0
89,0,3,0,0,12,1,0
60,0,2,0,16,6,1,0
93,0,6,0,0,11,1,0
33,0,13,0,0,4,1,0
75,0,3,0,1,8,1,0
34,0,3,1,2,3,1,0
44,0,4,0,4,6,1,0
40,0,2,1,1,6,1,0
52,0,9,0,0,5,1,0
82,0,4,0,0,8,1,0
54,0,2,0,0,4,1,0
42,0,3,0,5,6,1,0
73,0,2,1,0,8,1,0
94,0,3,0,1,11,1,0
46,0,2,0,5,6,1,0
64,0,2,1,0,8,1,0
101,0,5,1,0,15,1,0
63,0,8,0,0,8,1,0
86,0,2,0,6,12,1,0
41,0,2,0,2,6,1,0
35,0,6,1,0,5,1,0
77,0,2,0,0,12,1,0
60,0,4,0,0,9,1,0
40,0,3,1,0,6,0,0
46,0,3,0,1,6,1,0
59,0,3,0,8,6,0,0
38,0,1,0,0,6,1,0
75,0,4,0,0,10,1,0
116,0,3,1,23,10,1,0
80,0,3,0,4,11,1,0
45,0,3,0,4,5,1,0
32,0,2,2,0,4,0,0
53,0,3,0,2,6,1,0
92,0,8,0,0,11,1,0
44,0,1,0,1,4,1,0
48,0,2,0,0,4,1,0
32,0,2,0,1,4,1,0
34,0,1,1,0,6,1,0
52,0,3,1,0,5,0,0
60,0,8,0,0,7,1,0
34,0,2,0,0,4,0,0
43,0,2,0,3,6,1,0
124,0,3,0,41,8,1,0
133,0,3,0,0,19,1,0
119,0,3,0,3,20,1,0
65,0,3,0,5,7,1,0
53,0,3,1,0,8,1,0
88,0,3,0,8,16,1,0
79,0,3,0,4,12,1,0
31,0,3,0,3,2,0,0
60,0,2,0,12,8,1,0
55,0,3,0,2,8,1,0
63,0,3,0,4,11,1,0
131,0,2,0,6,21,1,0
71,0,2,2,0,10,1,0
124,0,3,1,25,9,1,0
35,0,3,1,0,5,1,0
38,0,4,0,1,3,1,0
30,0,1,1,0,6,1,0
74,0,2,0,0,6,1,0
58,0,3,0,4,8,1,0
51,0,2,0,0,8,1,0
31,0,2,0,0,4,0,0
59,0,12,0,0,6,1,0
36,0,3,0,2,5,1,0
53,0,6,0,0,6,1,0
141,0,2,1,6,31,1,0
56,0,3,0,1,10,1,0
59,0,2,2,0,8,1,0
32,0,4,1,0,6,1,0
64,0,3,0,0,6,0,0
33,0,4,1,0,6,1,0
72,0,2,1,0,8,1,0
46,0,1,1,0,9,1,0
20,0,2,0,0,3,0,0
58,0,9,0,0,6,1,0
28,0,2,0,0,6,1,0
110,0,3,0,7,12,1,0
49,0,2,0,0,27,1,0
100,0,3,0,3,13,1,0
105,0,2,1,0,14,1,0
72,0,6,0,0,10,1,0
35,0,3,0,4,5,0,0
68,0,3,0,1,8,1,0
97,0,2,1,8,13,1,0
75,0,3,0,4,7,1,0
73,0,2,2,7,10,1,0
46,0,3,0,3,5,1,0
57,0,8,0,0,5,1,0
69,0,3,0,15,7,1,0
60,0,3,0,0,6,0,0
34,0,2,0,4,5,1,0
42,0,2,0,3,6,1,0
62,0,3,0,8,9,1,0
54,0,3,0,1,8,1,0
55,0,2,1,1,7,1,0
66,0,4,0,0,8,1,0
111,0,2,0,15,20,1,0
39,0,4,0,0,6,1,0
60,0,3,0,4,9,1,0
29,0,3,0,2,3,1,0
34,0,2,0,6,5,1,0
59,0,12,0,0,8,1,0
69,0,8,0,0,7,1,0
73,0,3,1,19,8,1,0
31,0,11,0,0,4,1,0
51,0,2,1,4,8,1,0
84,0,3,1,7,8,1,0
44,0,3,0,13,7,1,0
38,0,9,1,0,5,1,0
73,0,2,0,0,12,1,0
73,0,4,0,0,9,1,0
42,0,3,0,4,5,1,0
94,0,2,0,3,11,1,0
53,0,10,0,0,6,1,0
51,0,3,0,3,6,1,0
41,0,4,1,0,6,1,0
62,0,2,1,2,9,1,0
93,0,1,2,1,11,1,0
58,0,2,0,0,6,0,0
83,0,3,0,1,11,1,0
58,0,5,0,0,6,1,0
54,0,7,0,0,5,1,0
42,0,4,0,2,6,1,0
56,0,2,1,0,7,1,0
35,0,2,1,2,6,1,0
51,0,3,0,0,6,0,0
50,0,8,1,0,7,1,0
34,0,3,0,3,4,1,0
35,0,9,1,0,5,1,0
48,0,1,0,1,6,1,0
87,0,3,0,5,16,1,0
54,0,6,0,0,8,1,0
54,0,2,1,0,5,1,0
110,0,4,0,0,15,1,0
52,0,6,0,0,7,0,0
61,0,3,0,1,5,1,0
97,0,3,0,4,16,1,0
54,0,5,0,0,7,1,0
58,0,3,0,5,9,1,0
109,0,3,0,12,17,0,0
64,0,10,0,12,10,1,0
27,0,2,1,2,5,1,0
78,0,3,0,3,47,1,0
50,0,1,0,0,8,1,0
54,0,2,1,2,8,1,0
56,0,3,0,2,8,1,0
46,0,3,1,0,7,1,0
48,0,3,1,0,4,1,0
108,0,2,1,14,18,1,0
75,0,3,0,5,9,1,0
26,0,2,1,2,4,1,0
76,0,2,1,4,12,1,0
90,0,3,1,30,7,1,0
57,0,2,1,0,6,1,0
76,0,3,1,12,9,0,0
103,0,3,0,0,19,1,0
45,0,1,0,5,7,1,0
72,0,2,0,0,6,1,0
43,0,6,1,0,6,1,0
36,0,5,0,0,6,1,0
48,0,2,1,4,9,1,0
61,0,4,0,0,9,1,0
29,0,11,0,1,3,1,0
73,0,3,0,28,16,1,0
30,0,1,0,0,5,1,0
52,0,3,0,2,6,1,0
45,0,2,2,0,8,0,0
96,0,3,0,8,15,1,0
48,0,1,0,0,6,1,0
35,0,3,0,6,2,1,0
88,0,3,0,8,12,1,0
72,0,2,0,0,9,0,0
65,0,3,1,3,8,0,0
46,0,2,0,0,3,1,0
69,0,10,0,0,8,1,0
98,0,9,1,0,11,1,0
46,0,2,1,0,6,0,0
81,0,1,0,0,12,1,0
68,0,5,0,0,10,1,0
63,0,4,0,0,8,1,0
46,0,3,0,7,4,1,0
72,0,3,0,1,7,1,0
62,0,2,0,4,8,1,0
34,0,2,1,0,5,0,0
28,0,2,0,0,3,0,0
80,0,3,0,4,10,1,0
20,0,3,0,2,3,0,0
36,0,2,0,1,6,1,0
43,0,4,1,0,6,1,0
44,0,3,0,2,6,0,0
52,0,3,1,0,3,1,0
105,0,3,1,30,9,1,0
63,0,3,0,0,12,1,0
81,0,3,0,2,11,1,0
49,0,3,1,22,5,1,0
102,0,2,0,0,12,1,0
41,0,11,0,0,5,1,0
50,0,3,0,5,7,1,0
94,0,2,0,11,11,1,0
105,0,2,0,0,12,1,0
57,0,3,0,0,4,0,0
28,0,2,0,10,3,1,0
78,0,2,1,0,9,1,0
37,0,7,1,0,6,1,0
28,0,7,1,0,5,1,0
115,0,3,0,0,15,1,0
85,0,2,0,6,12,1,0
126,0,2,0,0,19,1,0
27,0,2,0,0,4,0,0
60,0,2,1,0,9,1,0
55,0,2,1,0,5,1,0
101,0,3,0,7,16,1,0
40,0,2,2,0,5,1,0
66,0,16,0,0,5,1,0
54,0,4,0,0,8,0,0
37,0,1,0,0,5,1,0
46,0,2,1,2,7,1,0
49,0,3,1,1,5,1,0
46,0,3,0,4,6,1,0
102,0,3,0,0,13,1,0
51,0,3,0,5,6,1,0
42,0,11,0,0,5,1,0
89,0,3,0,0,10,1,0
60,0,2,0,0,5,1,0
48,0,3,1,0,6,0,0
33,0,8,0,0,5,0,0
50,0,9,0,0,6,1,0
118,0,3,0,22,15,1,0
108,0,2,1,2,9,1,0
51,0,2,0,0,5,1,0
66,0,2,0,0,10,1,0
51,0,2,0,0,5,0,0
164,0,3,0,0,19,1,0
33,0,2,0,2,6,1,0
66,0,2,0,0,6,1,0
60,0,2,0,0,11,1,0
94,0,6,0,4,13,1,0
73,0,3,1,12,10,1,0
47,0,9,0,0,5,1,0
71,0,2,0,15,9,1,0
43,0,3,0,1,3,0,0
61,0,2,1,13,7,1,0
49,0,5,0,0,7,1,0
40,0,2,0,4,5,1,0
43,0,2,1,0,12,1,0
50,0,2,1,0,4,1,0
59,0,3,0,0,4,1,0
26,0,2,1,1,4,1,0
74,0,3,0,7,10,0,0
44,0,3,1,20,3,1,0
36,0,2,0,2,4,1,0
53,0,4,1,0,7,1,0
36,0,3,0,2,4,1,0
43,0,1,0,1,5,1,0
44,0,3,0,4,5,1,0
31,0,3,0,0,6,1,0
48,0,2,1,2,7,1,0
55,0,2,0,5,8,0,0
52,0,3,0,4,7,1,0
49,0,3,1,0,8,1,0
23,0,2,2,0,4,0,0
72,0,2,1,0,11,0,0
85,0,3,0,5,9,1,0
79,0,5,1,0,14,1,0
50,0,7,0,0,5,1,0
63,0,6,0,0,9,1,0
58,0,2,0,3,9,1,0
50,0,7,0,0,7,1,0
38,0,3,0,0,5,0,0
58,0,6,0,1,8,1,0
21,0,4,1,1,3,1,0
75,0,3,1,19,5,1,0
60,0,12,0,0,5,1,0
36,0,1,0,1,3,1,0
64,0,15,0,0,6,1,0
46,0,6,1,0,6,1,0
30,0,4,0,2,3,1,0
56,0,5,0,0,6,1,0
50,0,6,0,0,7,1,0
31,0,2,0,4,5,1,0
102,0,3,0,19,15,1,0
33,0,2,1,0,5,0,0
34,0,2,0,0,3,0,0
34,0,9,1,0,5,0,0
30,0,3,0,1,5,1,0
29,0,3,0,0,4,0,0
52,0,3,0,1,5,1,0
71,0,5,0,0,9,1,0
36,0,3,0,4,4,0,0
37,0,1,1,0,7,1,0
63,0,2,1,0,10,0,0
36,0,3,0,1,4,1,0
41,0,2,0,1,6,1,0
33,0,2,0,2,4,1,0
40,0,3,0,12,4,0,0
41,0,12,0,1,6,1,0
124,0,3,1,23,9,1,0
87,0,3,0,2,11,1,0
65,0,3,0,1,10,1,0
117,0,2,0,0,15,1,0
106,0,3,1,22,10,1,0
59,0,8,0,0,7,1,0
56,0,2,0,4,8,0,0
68,0,3,0,0,10,1,0
40,0,5,0,0,5,0,0
100,0,2,0,8,15,1,0
53,0,8,0,0,5,1,0
72,0,3,0,4,8,1,0
31,0,3,0,9,2,1,0
89,0,2,1,0,13,1,0
37,0,3,1,0,6,1,0
44,0,4,0,1,5,1,0
61,0,3,0,0,7,0,0
49,0,3,1,0,4,0,0
68,0,3,0,3,8,1,0
31,0,2,0,5,5,1,0
55,0,3,0,6,8,1,0
81,0,7,1,5,11,1,0
33,0,2,0,0,5,0,0
47,0,2,0,0,5,0,0
40,0,2,0,2,8,1,0
40,0,2,1,1,5,1,0
36,0,3,0,1,3,1,0
55,0,5,0,4,9,1,0
75,0,3,0,8,14,1,0
47,0,9,0,0,6,1,0
44,0,2,0,3,7,1,0
29,0,3,0,0,3,0,0
54,0,1,0,4,6,1,0
45,0,5,1,0,8,1,0
79,0,3,0,6,12,1,0
95,0,2,0,7,11,1,0
46,0,2,0,3,8,1,0
48,0,3,1,10,6,1,0
20,0,3,0,0,3,0,0
91,0,6,0,4,12,1,0
61,0,2,1,3,8,1,0
148,0,2,1,1,22,1,0
35,0,13,0,0,4,1,0
42,0,1,0,1,4,1,0
41,0,3,0,3,5,1,0
54,0,3,0,3,10,1,0
52,0,1,0,1,6,1,0
71,0,2,1,0,9,1,0
47,0,2,1,2,7,1,0
43,0,6,1,0,7,1,0
35,0,2,1,4,6,0,0
85,0,2,0,2,13,1,0
37,0,2,0,0,3,0,0
70,0,2,0,3,12,0,0
49,0,3,1,4,7,1,0
36,0,1,0,0,6,1,0
54,0,3,2,3,5,0,0
48,0,3,0,4,7,1,0
119,0,6,1,4,16,1,0
50,0,3,0,1,4,1,0
30,0,3,0,3,5,1,0
72,0,7,0,1,11,1,0
45,0,3,0,6,5,1,0
49,0,6,1,2,8,1,0
69,0,3,1,0,11,1,0
77,0,3,1,0,11,1,0
54,0,5,0,0,6,1,0
57,0,3,1,11,6,1,0
64,0,2,0,10,10,0,0
31,0,3,0,2,4,1,0
42,0,4,1,0,7,1,0
52,0,4,0,2,5,1,0
31,0,3,0,7,3,1,0
95,0,3,0,1,11,1,0
83,0,2,0,10,11,1,0
36,0,2,0,0,7,1,0
53,0,2,1,0,9,1,0
306,0,11,1,49,14,1,0
191,0,3,1,38,29,1,0
93,0,2,0,7,13,1,0
29,0,3,0,1,4,1,0
88,0,2,0,1,15,1,0
68,0,2,0,1,10,1,0
53,0,4,0,0,7,1,0
64,0,5,0,0,6,1,0
75,0,3,0,4,14,1,0
41,0,3,0,1,4,1,0
60,0,2,1,13,22,1,0
32,0,2,0,0,6,1,0
97,0,2,1,31,13,1,0
64,0,8,0,2,6,1,0
78,0,9,0,3,7,1,0
50,0,3,0,3,5,1,0
47,0,3,1,1,7,1,0
79,0,2,1,0,7,1,0
39,0,3,1,5,4,1,0
36,0,2,0,1,5,1,0
38,0,2,1,14,3,1,0
53,0,2,2,8,10,1,0
106,0,2,0,0,14,1,0
60,0,2,0,0,12,1,0
54,0,2,1,3,7,1,0
48,0,8,0,4,8,1,0
53,0,2,0,2,7,1,0
32,0,2,1,0,6,0,0
23,0,1,0,1,6,1,0
37,0,2,0,2,5,0,0
60,0,9,1,0,9,1,0
52,0,6,0,2,7,1,0
54,0,3,1,0,9,1,0
58,0,3,0,0,6,0,0
43,0,2,0,1,6,1,0
41,0,3,0,2,3,1,0
41,0,1,0,0,6,1,0
74,0,2,0,1,12,1,0
78,0,3,1,0,10,1,0
60,0,7,0,0,9,1,0
109,0,3,0,6,12,1,0
37,0,3,1,0,7,1,0
27,0,2,1,0,3,0,0
51,0,4,0,1,6,1,0
25,0,3,0,0,4,0,0
55,0,9,0,0,6,1,0
47,0,1,1,0,8,1,0
85,0,3,0,0,8,1,0
52,0,3,0,4,4,1,0
46,0,1,1,0,7,1,0
45,0,2,1,4,5,0,0
68,0,10,0,6,10,1,0
76,0,3,0,1,10,1,0
70,0,3,0,4,5,1,0
127,0,3,1,15,9,1,0
64,0,2,0,0,12,1,0
31,0,5,1,0,6,1,0
85,0,2,0,0,8,1,0
86,0,3,0,0,10,1,0
48,0,10,0,2,6,1,0
47,0,11,1,0,6,1,0
76,0,3,1,0,8,1,0
106,0,2,1,6,14,1,0
103,0,3,0,6,13,1,0
52,0,2,1,2,7,1,0
63,0,6,1,0,8,1,0
49,0,2,0,0,8,1,0
53,0,1,0,1,6,1,0
53,0,2,0,1,8,1,0
31,0,7,0,4,4,1,0
71,0,3,0,2,8,0,0
21,0,1,0,0,4,0,0
91,0,2,0,3,11,0,0
52,0,1,0,0,7,1,0
143,0,3,0,0,18,1,0
45,0,12,0,0,5,1,0
58,0,2,1,5,9,1,0
77,0,3,0,0,9,0,0
24,0,1,1,0,6,1,0
81,0,3,0,0,8,1,0
54,0,2,0,4,6,1,0
59,0,6,0,0,6,1,0
73,0,3,0,0,10,1,0
25,0,3,0,0,2,0,0
33,0,3,0,3,4,1,0
44,0,3,0,3,6,1,0
71,0,3,0,0,5,1,0
26,0,3,0,4,4,1,0
77,0,2,0,0,9,1,0
76,0,2,0,2,8,1,0
56,0,2,1,10,8,1,0
66,0,3,0,1,7,1,0
53,0,5,0,0,6,1,0
49,0,2,0,1,7,1,0
51,0,2,1,0,10,1,0
86,0,3,0,4,10,0,0
43,0,8,0,3,7,1,0
22,0,3,0,0,4,1,0
41,0,5,1,0,6,1,0
88,0,3,0,3,13,1,0
86,0,3,0,0,9,1,0
46,0,2,0,1,5,1,0
27,0,1,0,1,3,1,0
34,0,2,2,0,5,1,0
149,0,2,1,0,18,1,0
73,0,7,0,1,8,1,0
39,0,2,1,1,5,1,0
32,0,2,1,0,4,0,0
80,0,10,0,1,13,1,0
60,0,6,0,2,8,1,0
20,0,1,0,1,4,1,0
67,0,12,0,0,6,1,0
82,0,2,0,0,9,1,0
49,0,3,0,5,8,1,0
61,0,3,0,6,5,1,0
55,0,3,0,0,5,0,0
36,0,1,2,2,5,1,0
52,0,3,0,0,4,0,0
48,0,8,0,0,6,1,0
35,0,7,0,0,5,1,0
57,0,3,0,1,8,1,0
41,0,8,0,0,6,1,0
78,0,2,0,0,8,1,0
55,0,2,0,0,3,1,0
54,0,3,1,0,5,0,0
38,0,3,0,3,3,1,0
56,0,9,0,0,6,1,0
48,0,1,2,2,8,1,0
71,0,2,0,4,10,1,0
24,0,3,0,0,2,0,0
40,0,4,0,1,5,1,0
76,0,7,0,0,9,1,0
66,0,9,0,0,8,1,0
45,0,6,1,0,6,1,0
111,0,3,0,0,14,1,0
119,0,11,0,4,15,1,0
48,0,10,0,0,4,1,0
81,0,2,0,0,9,1,0
105,0,2,1,0,15,1,0
57,0,3,0,7,9,1,0
44,0,8,1,0,7,1,0
119,0,3,0,0,15,1,0
49,0,2,1,0,6,0,0
63,0,7,0,16,9,1,0
45,0,6,1,8,7,1,0
61,0,2,0,0,6,0,0
62,0,2,0,3,7,1,0
52,0,2,1,0,6,0,0
46,0,5,0,7,7,1,0
40,0,2,0,2,5,1,0
107,0,3,0,8,16,0,0
50,0,5,0,6,6,1,0
59,0,3,0,2,6,1,0
59,0,2,1,0,10,1,0
109,0,3,0,0,17,1,0
88,0,3,0,0,10,1,0
80,0,2,0,0,10,1,0
56,0,2,1,2,8,1,0
96,0,5,0,5,13,1,0
59,0,2,0,1,12,1,0
64,0,2,0,0,9,1,0
42,0,3,1,7,6,1,0
72,0,2,0,0,8,1,0
56,0,3,0,0,3,1,0
35,0,5,0,3,5,1,0
69,0,3,0,2,8,1,0
87,0,5,0,4,11,1,0
64,0,5,0,0,7,1,0
87,0,2,1,0,11,1,0
22,0,3,0,0,4,0,0
56,0,3,0,1,7,1,0
34,0,3,0,0,4,0,0
107,0,3,0,3,10,1,0
60,0,7,0,6,9,1,0
64,0,3,0,4,7,1,0
63,0,4,0,0,7,1,0
36,0,16,0,0,4,1,0
75,0,3,0,8,12,1,0
62,0,2,1,0,8,0,0
59,0,2,1,0,9,1,0
61,0,1,2,1,7,1,0
57,0,3,0,5,7,1,0
38,0,2,0,7,5,1,0
77,0,2,1,3,10,1,0
46,0,4,0,2,6,1,0
46,0,2,1,8,9,1,0
91,0,2,0,1,11,1,0
55,0,2,1,8,9,1,0
96,0,2,0,8,15,1,0
67,0,2,0,0,6,1,0
66,0,2,1,0,43,1,0
72,0,3,0,5,9,1,0
44,0,10,0,2,4,1,0
61,0,2,0,6,7,1,0
83,0,3,0,0,11,1,0
105,0,3,0,13,16,1,0
41,0,7,1,0,6,1,0
49,0,2,0,2,7,1,0
92,0,3,0,0,11,1,0
77,0,3,0,2,9,1,0
49,0,3,0,4,7,1,0
40,0,3,1,0,6,1,0
69,0,3,0,5,7,1,0
73,0,3,1,8,7,1,0
109,0,2,0,14,15,1,0
21,0,1,0,0,5,1,0
47,0,3,0,7,6,1,0
67,0,5,0,0,7,1,0
54,0,2,1,2,5,1,0
29,0,3,1,0,3,0,0
63,0,2,0,1,10,1,0
27,0,2,0,2,3,1,0
91,0,2,0,4,13,1,0
80,0,4,0,12,13,1,0
40,0,5,0,1,5,1,0
38,0,5,0,1,5,1,0
34,0,4,1,0,6,1,0
46,0,5,1,0,6,1,0
43,0,5,0,0,7,1,0
60,0,5,0,0,8,1,0
37,0,3,0,6,5,1,0
58,0,2,1,2,5,1,0
58,0,2,1,0,8,1,0
57,0,5,0,7,8,1,0
72,0,2,0,0,11,1,0
55,0,8,0,0,7,1,0
51,0,6,1,0,8,1,0
33,0,4,0,2,5,1,0
46,0,3,1,0,5,0,0
38,0,10,0,1,4,1,0
38,0,2,0,2,5,1,0
44,0,3,0,4,5,0,0
84,0,3,0,3,12,1,0
45,0,9,0,3,6,1,0
51,0,10,0,1,4,1,0
47,0,4,0,1,6,1,0
43,0,2,1,0,5,0,0
53,0,3,0,15,5,1,0
68,0,1,0,2,8,1,0
72,0,2,0,0,9,1,0
52,0,2,0,5,7,1,0
75,0,3,0,8,11,1,0
55,0,8,0,0,5,1,0
42,0,3,0,0,6,0,0
46,0,2,0,1,7,1,0
37,0,4,0,1,4,1,0
44,0,3,1,1,6,1,0
57,0,3,1,0,4,1,0
29,0,1,2,1,5,0,0
65,0,7,1,0,8,1,0
78,0,2,1,0,11,1,0
48,0,3,0,0,6,0,0
55,0,3,0,6,6,1,0
47,0,3,1,0,4,0,0
30,0,2,0,3,5,1,0
48,0,2,0,1,6,1,0
118,0,3,0,0,14,1,0
80,0,8,0,0,11,1,0
58,0,3,0,3,8,1,0
63,0,2,0,3,8,1,0
47,0,3,1,4,7,1,0
38,0,1,0,1,5,1,0
65,0,6,0,0,6,1,0
105,0,2,0,0,11,1,0
101,0,2,0,0,13,1,0
77,0,2,0,1,10,1,0
72,0,3,0,12,10,1,0
22,0,3,0,3,3,1,0
111,0,3,0,1,12,1,0
38,0,3,0,3,6,1,0
42,0,3,0,4,6,1,0
78,0,3,0,0,10,0,0
69,0,2,1,0,10,1,0
84,0,3,0,1,14,1,0
75,0,2,0,0,7,1,0
41,0,4,0,3,4,1,0
90,0,3,0,16,9,1,0
81,0,2,0,6,11,1,0
59,0,4,0,1,9,1,0
40,0,2,1,4,5,1,0
38,0,2,0,0,4,0,0
26,0,2,0,1,4,1,0
68,0,2,0,5,8,1,0
53,0,6,1,1,8,1,0
49,0,3,0,0,5,0,0
90,0,3,0,1,13,1,0
53,0,2,0,4,6,1,0
41,0,1,0,1,6,1,0
31,0,2,0,1,5,1,0
44,0,8,1,0,6,1,0
49,0,5,1,0,8,1,0
54,0,5,0,0,5,1,0
71,0,9,0,0,8,1,0
71,0,3,1,0,8,1,0
61,0,2,2,0,7,1,0
27,0,2,0,4,3,1,0
49,0,3,1,0,4,1,0
101,0,3,0,0,12,1,0
217,0,3,0,0,30,1,0
42,0,9,1,0,6,1,0
69,0,2,1,0,9,1,0
58,0,7,0,0,9,1,0
55,0,2,0,0,9,1,0
49,0,4,0,0,5,1,0
40,0,3,0,1,4,1,0
54,0,3,0,6,5,0,0
52,0,2,0,1,5,1,0
65,0,2,0,0,5,1,0
138,0,3,0,41,21,1,0
100,0,3,0,0,12,1,0
88,0,9,0,0,11,1,0
62,0,8,0,0,8,1,0
46,0,3,0,4,5,1,0
66,0,7,0,0,6,1,0
92,0,3,0,2,11,1,0
50,0,2,0,5,7,1,0
32,0,1,2,2,5,1,0
30,0,3,1,0,3,0,0
39,0,2,1,3,6,1,0
65,0,14,0,0,7,1,0
78,0,3,0,7,11,1,0
47,0,6,1,1,8,1,0
66,0,3,0,3,9,1,0
60,0,3,0,3,6,1,0
55,0,8,0,0,6,1,0
49,0,4,0,0,6,1,0
36,0,2,1,3,4,0,0
57,0,3,0,5,9,1,0
79,0,2,0,4,12,1,0
141,0,3,0,11,17,1,0
50,0,2,0,14,8,1,0
52,0,7,0,0,8,1,0
57,0,7,0,0,5,1,0
33,0,1,0,0,4,1,0
54,0,3,1,0,4,1,0
41,0,3,0,5,6,1,0
51,0,3,0,4,5,1,0
53,0,11,0,0,4,1,0
54,0,9,0,0,6,1,0
29,0,1,2,2,5,1,0
45,0,2,0,1,7,1,0
105,0,3,1,10,16,1,0
28,0,2,2,0,5,1,0
38,0,2,1,4,5,1,0
71,0,3,0,8,11,1,0
56,0,3,1,0,9,1,0
38,0,5,0,1,6,1,0
43,0,3,0,3,5,1,0
29,0,2,1,0,4,0,0
64,0,2,1,5,8,1,0
33,0,3,0,5,4,1,0
55,0,3,0,7,7,1,0
51,0,3,0,2,6,1,0
96,0,2,0,0,10,1,0
56,0,2,0,0,8,1,0
50,0,5,1,3,10,1,0
95,0,3,0,4,14,1,0
61,0,3,0,2,7,1,0
27,0,2,0,1,4,1,0
48,0,2,1,7,9,1,0
46,0,2,0,10,8,1,0
72,0,7,0,0,8,1,0
